id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,Losser,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
238,2011,Chennai,5/18/2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kochi Tuskers Kerala,11,0,WP Saha,MA Chidambaram Stadium,HDPK Dharmasena,RE Koertzen,
239,2011,Mumbai,5/19/2011,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Pune Warriors,0,7,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel,
240,2011,Mumbai,5/20/2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,10,SR Watson,Wankhede Stadium,RE Koertzen,PR Reiffel,
241,2011,Dharamsala,5/21/2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,Kings XI Punjab,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,
242,2011,Bengaluru,5/22/2011,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Chennai Super Kings,0,8,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen,
243,2011,Kolkata,5/22/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,5,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel,
244,2011,Mumbai,5/24/2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,6,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel,
245,2011,Mumbai,5/25/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,4,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel,
246,2011,Chennai,5/27/2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,43,0,CH Gayle,MA Chidambaram Stadium,Asad Rauf,SJA Taufel,
247,2011,Chennai,5/28/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,58,0,M Vijay,MA Chidambaram Stadium,Asad Rauf,SJA Taufel,
248,2012,Chennai,04-04-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,8,RE Levi,MA Chidambaram Stadium,JD Cloete,SJA Taufel,
249,2012,Kolkata,04-05-2012,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Kolkata Knight Riders,0,8,IK Pathan,Eden Gardens,S Asnani,HDPK Dharmasena,
250,2012,Mumbai,04-06-2012,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,Mumbai Indians,28,0,SPD Smith,Wankhede Stadium,AK Chaudhary,SJA Taufel,
251,2012,Jaipur,04-06-2012,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,Kings XI Punjab,31,0,AM Rahane,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,
252,2012,Bengaluru,04-07-2012,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,20,0,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi,
253,2012,Visakhapatnam,04-07-2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,Deccan Chargers,74,0,RA Jadeja,ACA VDCA Stadium,JD Cloete,HDPK Dharmasena,
254,2012,Jaipur,04-08-2012,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,22,0,BJ Hodge,Sawai Mansingh Stadium,BF Bowden,VA Kulkarni,
255,2012,Pune,04-08-2012,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,Kings XI Punjab,22,0,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel,
256,2012,Visakhapatnam,04-09-2012,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,Deccan Chargers,0,5,RG Sharma,ACA VDCA Stadium,AK Chaudhary,JD Cloete,
257,2012,Bengaluru,04-10-2012,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,42,0,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,
258,2012,Delhi,04-10-2012,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Chennai Super Kings,0,8,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore,
259,2012,Mumbai,04-11-2012,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,27,0,KA Pollard,Wankhede Stadium,Aleem Dar,BNJ Oxenford,
260,2012,Chennai,04-12-2012,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,5,F du Plessis,MA Chidambaram Stadium,HDPK Dharmasena,RJ Tucker,
261,2012,Chandigarh,04-12-2012,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Pune Warriors,0,7,AD Mascarenhas,Punjab Cricket Association Stadium,VA Kulkarni,SK Tarapore,
262,2012,Kolkata,4/13/2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,5,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani,
263,2012,Pune,4/14/2012,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,Chennai Super Kings,0,7,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford,
264,2012,Kolkata,4/15/2012,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,Kolkata Knight Riders,2,0,SP Narine,Eden Gardens,Asad Rauf,S Asnani,
265,2012,Bengaluru,4/15/2012,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,59,0,AM Rahane,M Chinnaswamy Stadium,JD Cloete,RJ Tucker,
266,2012,Mumbai,4/16/2012,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Mumbai Indians,0,7,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore,
267,2012,Jaipur,4/17/2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,Deccan Chargers,0,5,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford,
268,2012,Bengaluru,4/17/2012,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,Pune Warriors,0,6,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das,
269,2012,Chandigarh,4/18/2012,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,8,G Gambhir,Punjab Cricket Association Stadium,JD Cloete,RJ Tucker,
270,2012,Delhi,4/19/2012,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,Deccan Chargers,0,5,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore,
271,2012,Chennai,4/19/2012,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,Pune Warriors,13,0,KMDN Kulasekara,MA Chidambaram Stadium,Asad Rauf,S Das,
272,2012,Chandigarh,4/20/2012,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,5,CH Gayle,Punjab Cricket Association Stadium,S Ravi,RJ Tucker,
273,2012,Chennai,4/21/2012,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,7,F du Plessis,MA Chidambaram Stadium,Aleem Dar,BNJ Oxenford,
274,2012,Delhi,4/21/2012,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Pune Warriors,Delhi Daredevils,20,0,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das,
275,2012,Mumbai,4/22/2012,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,Mumbai Indians,0,6,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker,
276,2012,Cuttack,4/22/2012,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Deccan Chargers,0,5,B Lee,Barabati Stadium,BF Bowden,SK Tarapore,
277,2012,Jaipur,4/23/2012,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,46,0,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani,
278,2012,Pune,4/24/2012,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,Pune Warriors,0,8,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,
279,2012,Chandigarh,4/25/2012,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,Kings XI Punjab,0,4,AT Rayudu,Punjab Cricket Association Stadium,Aleem Dar,BNJ Oxenford,
280,2012,Pune,4/26/2012,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,Pune Warriors,18,0,CL White,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,
281,2012,Delhi,4/27/2012,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,Mumbai Indians,37,0,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,
282,2012,Chennai,4/28/2012,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,Chennai Super Kings,7,0,Mandeep Singh,MA Chidambaram Stadium,BF Bowden,SK Tarapore,
283,2012,Kolkata,4/28/2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,47,0,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove,
284,2012,Delhi,4/29/2012,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,Rajasthan Royals,1,0,V Sehwag,Feroz Shah Kotla,S Ravi,RJ Tucker,
285,2012,Mumbai,4/29/2012,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Deccan Chargers,0,5,DW Steyn,Wankhede Stadium,AK Chaudhary,BNJ Oxenford,
286,2012,Chennai,4/30/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,5,G Gambhir,MA Chidambaram Stadium,BF Bowden,C Shamshuddin,
287,2012,Cuttack,05-01-2012,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,Pune Warriors,13,0,KC Sangakkara,Barabati Stadium,Aleem Dar,AK Chaudhary,
288,2012,Jaipur,05-01-2012,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,Rajasthan Royals,0,6,P Negi,Sawai Mansingh Stadium,JD Cloete,SJA Taufel,
289,2012,Bengaluru,05-02-2012,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,4,Azhar Mahmood,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin,
290,2012,Pune,05-03-2012,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,Pune Warriors,1,0,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,
291,2012,Chennai,05-04-2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Deccan Chargers,10,0,SK Raina,MA Chidambaram Stadium,HDPK Dharmasena,BNJ Oxenford,
292,2012,Kolkata,05-05-2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Pune Warriors,7,0,SP Narine,Eden Gardens,BF Bowden,SK Tarapore,
293,2012,Chandigarh,05-05-2012,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kings XI Punjab,43,0,SR Watson,Punjab Cricket Association Stadium,JD Cloete,SJA Taufel,
294,2012,Mumbai,05-06-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,2,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,
295,2012,Bengaluru,05-06-2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Deccan Chargers,0,5,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
296,2012,Delhi,05-07-2012,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,6,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi,
297,2012,Pune,05-08-2012,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,Pune Warriors,0,7,SR Watson,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove,
298,2012,Hyderabad,05-08-2012,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings XI Punjab,Deccan Chargers,25,0,Mandeep Singh,Rajiv Gandhi International Stadium,HDPK Dharmasena,BNJ Oxenford,
299,2012,Mumbai,05-09-2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,0,9,CH Gayle,Wankhede Stadium,BF Bowden,VA Kulkarni,
300,2012,Hyderabad,05-10-2012,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,Deccan Chargers,0,9,DA Warner,Rajiv Gandhi International Stadium,JD Cloete,SJA Taufel,
301,2012,Jaipur,05-10-2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Rajasthan Royals,0,4,BW Hilfenhaus,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin,
302,2012,Pune,05-11-2012,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,Pune Warriors,35,0,CH Gayle,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore,
303,2012,Kolkata,05-12-2012,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,Kolkata Knight Riders,27,0,RG Sharma,Eden Gardens,S Ravi,SJA Taufel,
304,2012,Chennai,05-12-2012,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Delhi Daredevils,0,9,BW Hilfenhaus,MA Chidambaram Stadium,S Das,BR Doctrove,
305,2012,Jaipur,5/13/2012,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Pune Warriors,45,0,A Chandila,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,
306,2012,Chandigarh,5/13/2012,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,0,Kings XI Punjab,Deccan Chargers,0,4,DJ Hussey,Punjab Cricket Association Stadium,HDPK Dharmasena,BNJ Oxenford,
307,2012,Bengaluru,5/14/2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,5,AT Rayudu,M Chinnaswamy Stadium,S Das,BR Doctrove,
308,2012,Kolkata,5/14/2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel,
309,2012,Delhi,5/15/2012,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,Kings XI Punjab,0,5,UT Yadav,Feroz Shah Kotla,HDPK Dharmasena,BNJ Oxenford,
310,2012,Mumbai,5/16/2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,Mumbai Indians,32,0,SP Narine,Wankhede Stadium,S Das,BR Doctrove,
