id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,Losser,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
530,2016,Pune,4/22/2016,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Royal Challengers Bangalore,Rising Pune Supergiant,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
531,2016,Delhi,4/23/2016,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,Mumbai Indians,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
532,2016,Hyderabad,4/23/2016,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,0,5,Mustafizur Rahman,Rajiv Gandhi International Stadium,AK Chaudhary,CK Nandan,
533,2016,Rajkot,4/24/2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,Royal Challengers Bangalore,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
534,2016,Pune,4/24/2016,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rising Pune Supergiant,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
535,2016,Chandigarh,4/25/2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,Kings XI Punjab,25,0,PA Patel,Punjab Cricket Association Stadium,Nitin Menon,RJ Tucker,
536,2016,Hyderabad,4/26/2016,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,Sunrisers Hyderabad,34,0,AB Dinda,Rajiv Gandhi International Stadium,AY Dandekar,CK Nandan,
537,2016,Delhi,4/27/2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Gujarat Lions,Delhi Daredevils,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
538,2016,Mumbai,4/28/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
539,2016,Pune,4/29/2016,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Rising Pune Supergiant,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
540,2016,Delhi,4/30/2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,Kolkata Knight Riders,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
541,2016,Hyderabad,4/30/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,15,0,DA Warner,Rajiv Gandhi International Stadium,AK Chaudhary,HDPK Dharmasena,
542,2016,Rajkot,05-01-2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,Gujarat Lions,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
543,2016,Pune,05-01-2016,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Rising Pune Supergiant,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
544,2016,Bengaluru,05-02-2016,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
545,2016,Rajkot,05-03-2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Gujarat Lions,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
546,2016,Kolkata,05-04-2016,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
547,2016,Delhi,05-05-2016,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Delhi Daredevils,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
548,2016,Hyderabad,05-06-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,5,B Kumar,Rajiv Gandhi International Stadium,M Erasmus,S Ravi,
549,2016,Bengaluru,05-07-2016,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rising Pune Supergiant,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
550,2016,Chandigarh,05-07-2016,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,Delhi Daredevils,9,0,MP Stoinis,Punjab Cricket Association Stadium,HDPK Dharmasena,CK Nandan,
551,2016,Visakhapatnam,05-08-2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,85,0,A Nehra,ACA VDCA Stadium,S Ravi,C Shamshuddin,
552,2016,Kolkata,05-08-2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kolkata Knight Riders,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
553,2016,Chandigarh,05-09-2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,1,0,SR Watson,Punjab Cricket Association Stadium,AK Chaudhary,HDPK Dharmasena,
554,2016,Visakhapatnam,05-10-2016,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Rising Pune Supergiant,4,0,A Zampa,ACA VDCA Stadium,CB Gaffaney,VK Sharma,
555,2016,Bengaluru,05-11-2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
556,2016,Hyderabad,05-12-2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Sunrisers Hyderabad,0,7,CH Morris,Rajiv Gandhi International Stadium,K Bharatan,M Erasmus,
557,2016,Visakhapatnam,5/13/2016,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,Mumbai Indians,0,7,MP Stoinis,ACA VDCA Stadium,HDPK Dharmasena,CK Nandan,
558,2016,Bengaluru,5/14/2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,Gujarat Lions,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
559,2016,Kolkata,5/14/2016,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,bat,normal,1,Kolkata Knight Riders,Rising Pune Supergiant,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
560,2016,Chandigarh,5/15/2016,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,Kings XI Punjab,0,7,HM Amla,Punjab Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
561,2016,Visakhapatnam,5/15/2016,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,Delhi Daredevils,80,0,KH Pandya,ACA VDCA Stadium,Nitin Menon,CK Nandan,
562,2016,Kolkata,5/16/2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
563,2016,Visakhapatnam,5/17/2016,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,Delhi Daredevils,19,0,AB Dinda,ACA VDCA Stadium,Nitin Menon,C Shamshuddin,
564,2016,Bengaluru,5/18/2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,Kings XI Punjab,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
565,2016,Kanpur,5/19/2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kolkata Knight Riders,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
566,2016,Raipur,5/20/2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Sunrisers Hyderabad,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
567,2016,Visakhapatnam,5/21/2016,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,bat,normal,0,Rising Pune Supergiant,Kings XI Punjab,0,4,MS Dhoni,ACA VDCA Stadium,HDPK Dharmasena,Nitin Menon,
568,2016,Kanpur,5/21/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Mumbai Indians,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
569,2016,Kolkata,5/22/2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
570,2016,Raipur,5/22/2016,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Daredevils,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
571,2016,Bengaluru,5/24/2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Gujarat Lions,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
572,2016,Delhi,5/25/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
573,2016,Delhi,5/27/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
574,2016,Bengaluru,5/29/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
575,2017,Hyderabad,04-05-2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,35,0,Yuvraj Singh,Rajiv Gandhi International Stadium,AY Dandekar,NJ Llong,
576,2017,Pune,04-06-2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Mumbai Indians,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
577,2017,Rajkot,04-07-2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Gujarat Lions,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
578,2017,Indore,04-08-2017,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Rising Pune Supergiant,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
579,2017,Bengaluru,04-08-2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Delhi Daredevils,15,0,KM Jadhav,M Chinnaswamy Stadium,,,
580,2017,Hyderabad,04-09-2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,9,Rashid Khan,Rajiv Gandhi International Stadium,A Deshmukh,NJ Llong,
581,2017,Mumbai,04-09-2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
582,2017,Indore,04-10-2017,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
583,2017,Pune,04-11-2017,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Daredevils,Rising Pune Supergiant,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
584,2017,Mumbai,04-12-2017,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
585,2017,Kolkata,4/13/2017,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
586,2017,Bengaluru,4/14/2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
587,2017,Rajkot,4/14/2017,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Rising Pune Supergiant,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
588,2017,Kolkata,4/15/2017,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
589,2017,Delhi,4/15/2017,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Delhi Daredevils,Kings XI Punjab,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
590,2017,Mumbai,4/16/2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Gujarat Lions,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
591,2017,Bengaluru,4/16/2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,Royal Challengers Bangalore,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
592,2017,Delhi,4/17/2017,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
593,2017,Hyderabad,4/17/2017,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,5,0,B Kumar,Rajiv Gandhi International Stadium,AY Dandekar,A Deshmukh,
594,2017,Rajkot,4/18/2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,Gujarat Lions,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
595,2017,Hyderabad,4/19/2017,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Delhi Daredevils,15,0,KS Williamson,Rajiv Gandhi International Stadium,CB Gaffaney,NJ Llong,
596,2017,Indore,4/20/2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
597,2017,Kolkata,4/21/2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kolkata Knight Riders,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
598,2017,Mumbai,4/22/2017,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,Delhi Daredevils,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
599,2017,Pune,4/22/2017,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Sunrisers Hyderabad,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
600,2017,Rajkot,4/23/2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,Gujarat Lions,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
601,2017,Kolkata,4/23/2017,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
602,2017,Mumbai,4/24/2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,Mumbai Indians,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
603,2017,Pune,4/26/2017,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rising Pune Supergiant,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
604,2017,Bengaluru,4/27/2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Royal Challengers Bangalore,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
605,2017,Kolkata,4/28/2017,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Daredevils,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
606,2017,Chandigarh,4/28/2017,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,26,0,Rashid Khan,Punjab Cricket Association Stadium,Nitin Menon,CK Nandan,
607,2017,Pune,4/29/2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,Royal Challengers Bangalore,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
608,2017,Rajkot,4/29/2017,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Mumbai Indians,Gujarat Lions,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
609,2017,Chandigarh,4/30/2017,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Daredevils,0,10,Sandeep Sharma,Punjab Cricket Association Stadium,YC Barde,CK Nandan,
610,2017,Hyderabad,4/30/2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,48,0,DA Warner,Rajiv Gandhi International Stadium,AY Dandekar,S Ravi,
611,2017,Mumbai,05-01-2017,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
612,2017,Pune,05-01-2017,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Gujarat Lions,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
613,2017,Delhi,05-02-2017,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Sunrisers Hyderabad,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
614,2017,Kolkata,05-03-2017,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Kolkata Knight Riders,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
615,2017,Delhi,05-04-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Gujarat Lions,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
616,2017,Bengaluru,05-05-2017,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
617,2017,Hyderabad,05-06-2017,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,Sunrisers Hyderabad,12,0,JD Unadkat,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,AK Chaudhary,
618,2017,Delhi,05-06-2017,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,Delhi Daredevils,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
619,2017,Bengaluru,05-07-2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
620,2017,Chandigarh,05-07-2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kings XI Punjab,0,6,DR Smith,Punjab Cricket Association Stadium,A Nand Kishore,VK Sharma,
621,2017,Hyderabad,05-08-2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,7,S Dhawan,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,M Erasmus,
622,2017,Chandigarh,05-09-2017,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,Kolkata Knight Riders,14,0,MM Sharma,Punjab Cricket Association Stadium,A Nand Kishore,S Ravi,
623,2017,Kanpur,05-10-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Gujarat Lions,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
624,2017,Mumbai,05-11-2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,Mumbai Indians,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
625,2017,Delhi,05-12-2017,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,0,Delhi Daredevils,Rising Pune Supergiant,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
626,2017,Kanpur,5/13/2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
627,2017,Kolkata,5/13/2017,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
628,2017,Pune,5/14/2017,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,Kings XI Punjab,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
629,2017,Delhi,5/14/2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Delhi Daredevils,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
630,2017,Mumbai,5/16/2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,Mumbai Indians,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
631,2017,Bengaluru,5/17/2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,Sunrisers Hyderabad,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
632,2017,Bengaluru,5/19/2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
633,2017,Hyderabad,5/21/2017,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,Rising Pune Supergiant,1,0,KH Pandya,Rajiv Gandhi International Stadium,NJ Llong,S Ravi,
634,2018,Mumbai,04-07-2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,1,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nanda Kishore,Anil Chaudhary
635,2018,Mohali,04-08-2018,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Daredevils,0,6,KL Rahul,Punjab Cricket Association Stadium,Rod Tucker,K Ananthapadmanabhan,Nitin Menon
636,2018,Kolkata,04-08-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,SP Narine,Eden Gardens,C Shamshuddin,A.D Deshmukh,S Ravi
637,2018,Hyderabad,04-09-2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,0,9,S Dhawan,Rajiv Gandhi International Stadium,Nigel Llong,Vineet Kulkarni,O Nandan
638,2018,Chennai,04-10-2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,SW Billings,MA Chidambaram Stadium,Anil Chaudhary,Chris Gaffaney,A Nanda Kishore
639,2018,Jaipur,04-11-2018,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,1,Rajasthan Royals,Delhi Daredevils,10,0,SV Samson,Sawai Mansingh Stadium,K Ananthapadmanabhan,Rod Tucker,Nitin Menon
640,2018,Hyderabad,04-12-2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,1,Rashid Khan,Rajiv Gandhi International Stadium,O Nandan,Nigel Llong,Vineet Kulkarni
641,2018,Bengaluru,4/13/2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,4,UT Yadav,M Chinnaswamy Stadium,S Ravi,A.D Deshmukh,C Shamshuddin
642,2018,Mumbai,4/14/2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,Mumbai Indians,0,7,JJ Roy,Wankhede Stadium,K Ananthapadmanabhan,Nitin Menon,Rod Tucker
